Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,Comments
158,36,Male,Hat,Accessories,68,Vermont,S,Yellow,Fall,3.0,Yes,Debit Card,Next Day Air,Yes,Yes,1,Bank Transfer,Fortnightly,This item 157 is not good.
159,25,Male,Shirt,Clothing,73,Connecticut,XL,Teal,Fall,4.1,Yes,Bank Transfer,Standard,Yes,Yes,50,Bank Transfer,Monthly,This item 158 is not good.
160,58,Male,Gloves,Accessories,27,New Hampshire,M,Charcoal,Fall,3.8,Yes,Debit Card,Store Pickup,Yes,Yes,39,Bank Transfer,Every 3 Months,This item 159 is okay.
161,27,Male,Gloves,Accessories,23,Texas,M,Orange,Summer,4.6,Yes,Bank Transfer,Free Shipping,Yes,Yes,34,Venmo,Monthly,This item 160 is terrible.
162,65,Male,Backpack,Accessories,49,North Dakota,M,Olive,Fall,3.0,Yes,Venmo,Express,Yes,Yes,29,Venmo,Fortnightly,This item 161 is absolutely fantastic!
163,54,Male,Sunglasses,Accessories,74,California,M,Turquoise,Summer,3.0,Yes,Credit Card,Store Pickup,Yes,Yes,31,PayPal,Bi-Weekly,This item 162 is okay.
164,54,Male,Skirt,Clothing,67,Virginia,M,Purple,Summer,3.4,Yes,PayPal,Standard,Yes,Yes,8,Debit Card,Weekly,This item 163 is absolutely fantastic!
165,59,Male,Handbag,Accessories,65,Delaware,S,Purple,Spring,2.6,Yes,Debit Card,Free Shipping,Yes,Yes,5,Credit Card,Fortnightly,This item 164 is not good.
166,42,Male,Handbag,Accessories,60,Kentucky,S,Yellow,Winter,2.8,Yes,Credit Card,Store Pickup,Yes,Yes,7,Cash,Monthly,This item 165 is absolutely fantastic!
167,46,Male,Sneakers,Footwear,31,Delaware,XL,Indigo,Fall,4.0,Yes,Cash,Store Pickup,Yes,Yes,30,Cash,Monthly,This item 166 is absolutely fantastic!
168,33,Male,Gloves,Accessories,27,Arkansas,M,Green,Fall,4.0,Yes,Venmo,Express,Yes,Yes,14,Credit Card,Every 3 Months,This is a great item 167!
169,34,Male,Shoes,Footwear,80,Louisiana,M,Magenta,Summer,3.0,Yes,Bank Transfer,Express,Yes,Yes,5,Cash,Fortnightly,This is a great item 168!
170,27,Male,Jacket,Outerwear,30,Nevada,S,Gold,Summer,3.3,Yes,Credit Card,Standard,Yes,Yes,3,PayPal,Every 3 Months,This item 169 is not good.
171,52,Male,Shirt,Clothing,25,Wyoming,M,Maroon,Fall,2.6,Yes,Venmo,Store Pickup,Yes,Yes,46,Venmo,Bi-Weekly,This item 170 is absolutely fantastic!
172,29,Male,Shorts,Clothing,35,Virginia,M,Blue,Summer,3.6,Yes,Debit Card,Store Pickup,Yes,Yes,4,Credit Card,Weekly,This item 171 is absolutely fantastic!
173,54,Male,Jewelry,Accessories,67,Nebraska,M,Violet,Summer,3.9,Yes,Bank Transfer,Next Day Air,Yes,Yes,42,Credit Card,Bi-Weekly,This item 172 is absolutely fantastic!
174,25,Male,Hat,Accessories,46,Hawaii,M,Turquoise,Fall,3.4,Yes,PayPal,Standard,Yes,Yes,30,Cash,Annually,This item 173 is absolutely fantastic!
175,41,Male,Shoes,Footwear,35,Vermont,L,Brown,Winter,3.5,Yes,Venmo,Express,Yes,Yes,37,Venmo,Annually,This item 174 is okay.
176,53,Male,Coat,Outerwear,86,Oklahoma,L,Violet,Fall,2.8,Yes,Debit Card,Next Day Air,Yes,Yes,2,Bank Transfer,Annually,This item 175 is absolutely fantastic!
177,53,Male,Backpack,Accessories,81,New Hampshire,L,Black,Spring,2.7,Yes,Bank Transfer,Next Day Air,Yes,Yes,30,Credit Card,Quarterly,This item 176 is okay.
178,21,Male,Hoodie,Clothing,42,Kansas,L,Magenta,Fall,3.7,Yes,Debit Card,Next Day Air,Yes,Yes,47,Bank Transfer,Monthly,This item 177 is absolutely fantastic!
179,61,Male,Skirt,Clothing,43,Idaho,L,Lavender,Fall,4.3,Yes,Debit Card,2-Day Shipping,Yes,Yes,21,PayPal,Quarterly,This item 178 is absolutely fantastic!
180,64,Male,Boots,Footwear,31,Illinois,M,Violet,Fall,4.9,Yes,Debit Card,Store Pickup,Yes,Yes,9,Bank Transfer,Fortnightly,This item 179 is terrible.
181,51,Male,Sandals,Footwear,81,South Dakota,L,Green,Fall,3.3,Yes,Cash,Store Pickup,Yes,Yes,12,Debit Card,Fortnightly,This is a great item 180!
182,32,Male,Pants,Clothing,61,Massachusetts,M,Beige,Summer,4.7,Yes,Venmo,Next Day Air,Yes,Yes,4,Bank Transfer,Weekly,This item 181 is not good.
183,38,Male,Gloves,Accessories,96,Alabama,XL,Purple,Summer,2.8,Yes,Venmo,Store Pickup,Yes,Yes,10,Debit Card,Annually,This item 182 is absolutely fantastic!
184,58,Male,Skirt,Clothing,29,Ohio,XL,Beige,Spring,3.6,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,26,Credit Card,Weekly,This item 183 is okay.
185,32,Male,Sneakers,Footwear,33,Hawaii,L,Cyan,Spring,3.0,Yes,Cash,Express,Yes,Yes,40,Cash,Fortnightly,This item 184 is terrible.
186,46,Male,T-shirt,Clothing,32,Wisconsin,XL,Silver,Summer,4.5,Yes,Bank Transfer,Store Pickup,Yes,Yes,34,Bank Transfer,Fortnightly,This item 185 is absolutely fantastic!
187,39,Male,Backpack,Accessories,56,Minnesota,S,Lavender,Summer,2.9,Yes,Debit Card,Standard,Yes,Yes,31,Debit Card,Annually,This is a great item 186!
188,19,Male,Shoes,Footwear,94,Georgia,S,Purple,Spring,3.3,Yes,Credit Card,Store Pickup,Yes,Yes,1,Bank Transfer,Bi-Weekly,This item 187 is absolutely fantastic!
189,50,Male,Hoodie,Clothing,53,Arkansas,M,Pink,Spring,3.1,Yes,Credit Card,Express,Yes,Yes,5,Bank Transfer,Bi-Weekly,This item 188 is terrible.
190,36,Male,Blouse,Clothing,82,West Virginia,M,Maroon,Fall,4.4,Yes,Venmo,Next Day Air,Yes,Yes,4,Credit Card,Weekly,This item 189 is terrible.
191,65,Male,Coat,Outerwear,70,Indiana,XL,Beige,Fall,3.0,Yes,Venmo,Free Shipping,Yes,Yes,48,Venmo,Quarterly,This item 190 is okay.
192,64,Male,Hat,Accessories,76,Utah,M,Gray,Fall,3.9,Yes,Credit Card,Free Shipping,Yes,Yes,29,Cash,Every 3 Months,This item 191 is okay.
193,46,Male,Shoes,Footwear,29,Nebraska,L,Turquoise,Summer,2.9,Yes,Venmo,Express,Yes,Yes,12,PayPal,Bi-Weekly,This item 192 is absolutely fantastic!
194,36,Male,Belt,Accessories,100,North Dakota,S,Silver,Fall,3.0,Yes,PayPal,Standard,Yes,Yes,29,Venmo,Annually,This item 193 is absolutely fantastic!
195,51,Male,Backpack,Accessories,94,Missouri,M,Olive,Spring,3.1,Yes,Venmo,Express,Yes,Yes,15,Debit Card,Quarterly,This item 194 is okay.
196,51,Male,Jacket,Outerwear,25,New York,M,Magenta,Fall,4.3,Yes,Credit Card,Free Shipping,Yes,Yes,34,Credit Card,Monthly,This item 195 is terrible.
197,38,Male,Boots,Footwear,88,Washington,M,Lavender,Summer,3.9,Yes,Cash,Next Day Air,Yes,Yes,41,Credit Card,Fortnightly,This item 196 is not good.
198,59,Male,Scarf,Accessories,78,South Carolina,M,Black,Fall,3.2,Yes,Debit Card,2-Day Shipping,Yes,Yes,41,Credit Card,Monthly,This item 197 is not good.
199,57,Male,Jewelry,Accessories,45,Utah,M,Turquoise,Winter,4.8,Yes,Cash,Standard,Yes,Yes,39,Credit Card,Fortnightly,This item 198 is absolutely fantastic!
200,54,Male,Hat,Accessories,73,Idaho,XL,Green,Summer,3.8,Yes,Debit Card,Express,Yes,Yes,32,Cash,Weekly,This item 199 is absolutely fantastic!
201,25,Male,Dress,Clothing,61,Pennsylvania,S,Teal,Summer,3.3,Yes,PayPal,Next Day Air,Yes,Yes,29,Venmo,Monthly,This item 200 is terrible.
202,69,Male,Blouse,Clothing,22,Missouri,S,Beige,Fall,4.3,Yes,Bank Transfer,Free Shipping,Yes,Yes,15,Bank Transfer,Annually,This item 201 is okay.
203,57,Male,Hat,Accessories,38,Nebraska,L,Magenta,Spring,2.7,Yes,Bank Transfer,Express,Yes,Yes,33,Venmo,Annually,This item 202 is absolutely fantastic!
204,70,Male,Scarf,Accessories,38,Indiana,S,Yellow,Fall,3.2,Yes,PayPal,Next Day Air,Yes,Yes,18,Bank Transfer,Weekly,This item 203 is terrible.
205,24,Male,Sneakers,Footwear,100,Arizona,M,Yellow,Fall,4.0,Yes,PayPal,Store Pickup,Yes,Yes,35,Cash,Bi-Weekly,This is a great item 204!
206,67,Male,Shirt,Clothing,64,Hawaii,M,Silver,Winter,3.0,Yes,Bank Transfer,Standard,Yes,Yes,25,PayPal,Weekly,This is a great item 205!
207,24,Male,T-shirt,Clothing,55,Wisconsin,L,Silver,Summer,4.2,Yes,Venmo,Free Shipping,Yes,Yes,6,Venmo,Fortnightly,This item 206 is okay.
208,62,Male,Gloves,Accessories,91,Rhode Island,M,Silver,Summer,2.9,Yes,Venmo,Express,Yes,Yes,17,Bank Transfer,Bi-Weekly,This is a great item 207!
209,57,Male,Skirt,Clothing,38,Wisconsin,M,Gold,Spring,4.1,Yes,Cash,Store Pickup,Yes,Yes,17,Credit Card,Monthly,This item 208 is absolutely fantastic!
210,55,Male,Sandals,Footwear,97,Minnesota,S,Olive,Winter,3.2,Yes,Bank Transfer,Store Pickup,Yes,Yes,44,Cash,Every 3 Months,This item 209 is not good.
211,45,Male,Jacket,Outerwear,22,Vermont,L,Teal,Fall,3.0,Yes,Venmo,2-Day Shipping,Yes,Yes,6,PayPal,Fortnightly,This item 210 is absolutely fantastic!
212,69,Male,Skirt,Clothing,92,South Dakota,L,Maroon,Fall,4.2,Yes,Venmo,2-Day Shipping,Yes,Yes,45,Debit Card,Fortnightly,This item 211 is absolutely fantastic!
213,67,Male,Handbag,Accessories,84,Virginia,L,Blue,Fall,4.2,Yes,Venmo,Express,Yes,Yes,7,Debit Card,Annually,This item 212 is terrible.
214,30,Male,Handbag,Accessories,93,Nevada,L,Peach,Fall,4.4,Yes,Cash,Store Pickup,Yes,Yes,11,Debit Card,Every 3 Months,This item 213 is okay.
215,24,Male,Jacket,Outerwear,50,Hawaii,L,Blue,Summer,4.2,Yes,Cash,Next Day Air,Yes,Yes,41,Cash,Every 3 Months,This item 214 is not good.
216,62,Male,Scarf,Accessories,64,New Jersey,S,Orange,Spring,2.8,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,24,PayPal,Bi-Weekly,This item 215 is okay.
217,43,Male,Shorts,Clothing,61,Massachusetts,L,Yellow,Spring,3.7,Yes,Cash,Free Shipping,Yes,Yes,21,Venmo,Weekly,This item 216 is absolutely fantastic!
218,35,Male,Sunglasses,Accessories,48,Oklahoma,M,Purple,Winter,3.5,Yes,Venmo,Next Day Air,Yes,Yes,24,Bank Transfer,Annually,This item 217 is not good.
219,28,Male,T-shirt,Clothing,45,California,S,Magenta,Spring,2.9,Yes,Credit Card,Store Pickup,Yes,Yes,8,Credit Card,Quarterly,This is a great item 218!
220,32,Male,Belt,Accessories,88,Nevada,M,Cyan,Spring,3.0,Yes,Venmo,Free Shipping,Yes,Yes,12,Cash,Fortnightly,This is a great item 219!
221,39,Male,Sneakers,Footwear,57,Arizona,S,Indigo,Spring,3.7,Yes,Debit Card,Express,Yes,Yes,48,Debit Card,Fortnightly,This is a great item 220!
222,28,Male,Hat,Accessories,68,North Carolina,XL,Magenta,Summer,4.4,Yes,Debit Card,Store Pickup,Yes,Yes,6,Bank Transfer,Quarterly,This item 221 is not good.
223,47,Male,Gloves,Accessories,94,New York,XL,Gray,Spring,4.5,Yes,Venmo,2-Day Shipping,Yes,Yes,14,PayPal,Fortnightly,This is a great item 222!
224,20,Male,Pants,Clothing,41,Wyoming,M,Turquoise,Spring,4.8,Yes,Venmo,Free Shipping,Yes,Yes,34,PayPal,Annually,This is a great item 223!
225,63,Male,Socks,Clothing,83,South Dakota,S,Beige,Summer,2.9,Yes,PayPal,Free Shipping,Yes,Yes,12,Cash,Every 3 Months,This item 224 is okay.
226,25,Male,Jacket,Outerwear,22,Arkansas,M,Olive,Spring,3.2,Yes,Debit Card,Next Day Air,Yes,Yes,11,Bank Transfer,Annually,This is a great item 225!
227,29,Male,Shoes,Footwear,74,Texas,L,Violet,Spring,3.3,Yes,Cash,Free Shipping,Yes,Yes,5,PayPal,Monthly,This item 226 is absolutely fantastic!
228,50,Male,Jeans,Clothing,90,Rhode Island,M,Turquoise,Winter,4.2,Yes,Venmo,Standard,Yes,Yes,25,Venmo,Fortnightly,This item 227 is okay.
229,18,Male,Socks,Clothing,79,New Hampshire,M,White,Spring,2.9,Yes,Credit Card,Store Pickup,Yes,Yes,11,Credit Card,Annually,This is a great item 228!
230,70,Male,Sandals,Footwear,28,Ohio,S,Silver,Spring,4.6,Yes,Cash,Next Day Air,Yes,Yes,27,PayPal,Every 3 Months,This is a great item 229!
231,66,Male,Scarf,Accessories,88,Utah,L,Olive,Fall,4.1,Yes,Venmo,Standard,Yes,Yes,43,Credit Card,Annually,This item 230 is not good.
232,28,Male,Blouse,Clothing,26,Tennessee,M,Blue,Spring,3.1,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,18,Debit Card,Every 3 Months,This is a great item 231!
233,54,Male,Jewelry,Accessories,27,Hawaii,L,Purple,Winter,4.2,Yes,Bank Transfer,Express,Yes,Yes,32,Bank Transfer,Bi-Weekly,This item 232 is terrible.
234,19,Male,Sweater,Clothing,83,Arizona,XL,Yellow,Fall,4.5,Yes,PayPal,Next Day Air,Yes,Yes,27,Bank Transfer,Every 3 Months,This item 233 is terrible.
235,20,Male,Gloves,Accessories,39,South Dakota,S,Silver,Summer,3.7,Yes,PayPal,Next Day Air,Yes,Yes,24,Credit Card,Weekly,This item 234 is terrible.
236,43,Male,Sunglasses,Accessories,89,New Jersey,M,Cyan,Winter,3.7,Yes,Cash,Free Shipping,Yes,Yes,31,Debit Card,Quarterly,This item 235 is absolutely fantastic!
237,38,Male,Coat,Outerwear,68,North Dakota,L,Green,Winter,3.4,Yes,Debit Card,Next Day Air,Yes,Yes,39,PayPal,Fortnightly,This is a great item 236!
238,50,Male,Dress,Clothing,90,Iowa,M,Beige,Summer,3.0,Yes,Venmo,Store Pickup,Yes,Yes,36,Debit Card,Fortnightly,This item 237 is absolutely fantastic!
239,64,Male,Skirt,Clothing,34,Ohio,M,Peach,Fall,4.2,Yes,Debit Card,Free Shipping,Yes,Yes,5,Cash,Annually,This item 238 is okay.
240,49,Male,Pants,Clothing,51,Vermont,L,Yellow,Summer,2.9,Yes,PayPal,Express,Yes,Yes,47,Credit Card,Bi-Weekly,This item 239 is terrible.
241,47,Male,Sweater,Clothing,45,Montana,XL,Turquoise,Winter,3.5,Yes,Credit Card,Free Shipping,Yes,Yes,29,Bank Transfer,Fortnightly,This is a great item 240!
242,36,Male,Hoodie,Clothing,88,Delaware,M,Peach,Winter,4.1,Yes,PayPal,Free Shipping,Yes,Yes,43,Venmo,Bi-Weekly,This item 241 is not good.
243,55,Male,Coat,Outerwear,85,New York,L,Gray,Summer,4.3,Yes,Credit Card,Store Pickup,Yes,Yes,40,Debit Card,Every 3 Months,This item 242 is absolutely fantastic!
244,25,Male,Jewelry,Accessories,100,Kentucky,M,Olive,Winter,2.8,Yes,Credit Card,2-Day Shipping,Yes,Yes,4,Debit Card,Monthly,This item 243 is absolutely fantastic!
245,53,Male,Belt,Accessories,42,Oregon,S,Indigo,Spring,4.9,Yes,Debit Card,2-Day Shipping,Yes,Yes,39,PayPal,Weekly,This is a great item 244!
246,49,Male,Sandals,Footwear,53,Rhode Island,L,Charcoal,Summer,3.3,Yes,Cash,Next Day Air,Yes,Yes,45,Venmo,Fortnightly,This item 245 is absolutely fantastic!
247,35,Male,Sunglasses,Accessories,86,Nevada,XL,Beige,Spring,3.2,Yes,Credit Card,Express,Yes,Yes,20,Venmo,Bi-Weekly,This item 246 is not good.
248,29,Male,Sweater,Clothing,66,Montana,XL,Brown,Spring,4.4,Yes,Credit Card,Standard,Yes,Yes,14,Debit Card,Weekly,This item 247 is okay.
249,47,Male,Belt,Accessories,100,Pennsylvania,M,Blue,Winter,4.8,Yes,Venmo,Express,Yes,Yes,33,PayPal,Weekly,This item 248 is terrible.
250,53,Male,Handbag,Accessories,47,Alaska,S,Teal,Fall,4.2,Yes,Cash,Standard,Yes,Yes,18,Credit Card,Annually,This item 249 is not good.
251,33,Male,Skirt,Clothing,25,Mississippi,L,Black,Fall,4.0,Yes,Debit Card,Express,Yes,Yes,9,Bank Transfer,Weekly,This item 250 is terrible.
252,21,Male,Handbag,Accessories,51,Wyoming,XL,Gold,Winter,2.5,Yes,PayPal,Standard,Yes,Yes,34,PayPal,Annually,This item 251 is okay.
253,32,Male,Shorts,Clothing,41,Delaware,M,Violet,Summer,3.9,Yes,Cash,Free Shipping,Yes,Yes,33,Venmo,Fortnightly,This item 252 is okay.
254,52,Male,Boots,Footwear,73,Oklahoma,L,Cyan,Winter,4.9,Yes,PayPal,2-Day Shipping,Yes,Yes,15,Bank Transfer,Bi-Weekly,This is a great item 253!
255,67,Male,Sunglasses,Accessories,42,Indiana,M,White,Winter,3.5,Yes,Credit Card,Store Pickup,Yes,Yes,4,PayPal,Bi-Weekly,This item 254 is absolutely fantastic!
256,43,Male,Scarf,Accessories,20,Maryland,M,Charcoal,Spring,4.2,Yes,Debit Card,Free Shipping,Yes,Yes,25,Debit Card,Annually,This item 255 is okay.
257,58,Male,Jewelry,Accessories,30,South Dakota,XL,Violet,Spring,4.7,Yes,Venmo,Express,Yes,Yes,20,Credit Card,Every 3 Months,This item 256 is not good.
258,20,Male,Handbag,Accessories,53,West Virginia,M,Red,Summer,4.5,Yes,PayPal,Express,Yes,Yes,5,Credit Card,Quarterly,This is a great item 257!
259,61,Male,Gloves,Accessories,74,Alabama,S,Lavender,Spring,2.8,Yes,Venmo,Express,Yes,Yes,16,Cash,Quarterly,This item 258 is okay.
260,32,Male,Jeans,Clothing,57,Louisiana,M,Gold,Fall,2.9,Yes,Credit Card,Standard,Yes,Yes,13,Debit Card,Annually,This item 259 is okay.
261,38,Male,Hat,Accessories,57,Montana,S,Red,Winter,3.2,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,11,Credit Card,Every 3 Months,This item 260 is terrible.
262,21,Male,Jeans,Clothing,77,California,L,Magenta,Winter,4.9,Yes,Cash,Standard,Yes,Yes,21,Credit Card,Annually,This is a great item 261!
263,37,Male,Pants,Clothing,40,Hawaii,M,Teal,Summer,3.7,Yes,Cash,Next Day Air,Yes,Yes,6,Debit Card,Annually,This item 262 is okay.
264,27,Male,Shorts,Clothing,46,Iowa,M,Purple,Summer,4.3,Yes,Credit Card,Store Pickup,Yes,Yes,29,Venmo,Monthly,This item 263 is okay.
265,36,Male,Pants,Clothing,78,Colorado,S,Charcoal,Fall,3.9,Yes,Venmo,Store Pickup,Yes,Yes,15,Cash,Annually,This item 264 is terrible.
266,32,Male,Backpack,Accessories,59,Michigan,M,Gray,Spring,3.2,Yes,Venmo,2-Day Shipping,Yes,Yes,17,Bank Transfer,Bi-Weekly,This item 265 is okay.
267,51,Male,Jewelry,Accessories,75,Louisiana,L,White,Summer,3.1,Yes,Cash,Express,Yes,Yes,32,Credit Card,Weekly,This item 266 is terrible.
268,64,Male,Sweater,Clothing,54,Maryland,M,Olive,Spring,3.9,Yes,Venmo,2-Day Shipping,Yes,Yes,42,Venmo,Annually,This is a great item 267!
269,68,Male,Shoes,Footwear,42,Georgia,M,Charcoal,Spring,2.6,Yes,Venmo,Store Pickup,Yes,Yes,21,Cash,Monthly,This item 268 is not good.
270,68,Male,Blouse,Clothing,44,Georgia,M,Charcoal,Winter,3.3,Yes,PayPal,Next Day Air,Yes,Yes,9,Cash,Bi-Weekly,This item 269 is okay.
271,33,Male,Jeans,Clothing,52,North Dakota,XL,Orange,Fall,4.6,Yes,Debit Card,Free Shipping,Yes,Yes,16,Bank Transfer,Annually,This item 270 is absolutely fantastic!
272,65,Male,Sunglasses,Accessories,69,Maryland,XL,Yellow,Summer,4.6,Yes,Credit Card,Express,Yes,Yes,42,Credit Card,Fortnightly,This item 271 is okay.
273,48,Male,Jewelry,Accessories,26,Oregon,M,Beige,Summer,4.4,Yes,PayPal,2-Day Shipping,Yes,Yes,37,Debit Card,Bi-Weekly,This item 272 is not good.
274,69,Male,Coat,Outerwear,33,North Dakota,S,Silver,Spring,4.2,Yes,Cash,Express,Yes,Yes,32,Debit Card,Quarterly,This item 273 is absolutely fantastic!
275,59,Male,Jewelry,Accessories,32,Maryland,M,Indigo,Spring,3.0,Yes,Credit Card,Express,Yes,Yes,28,Cash,Bi-Weekly,This is a great item 274!
276,48,Male,Backpack,Accessories,85,Virginia,XL,Lavender,Winter,4.0,Yes,Debit Card,Express,Yes,Yes,13,Credit Card,Weekly,This item 275 is okay.
277,25,Male,Skirt,Clothing,30,South Dakota,XL,Turquoise,Fall,3.5,Yes,Debit Card,Express,Yes,Yes,11,Bank Transfer,Fortnightly,This item 276 is terrible.
278,29,Male,Shirt,Clothing,29,Georgia,M,Green,Winter,3.0,Yes,Credit Card,Store Pickup,Yes,Yes,36,Bank Transfer,Bi-Weekly,This item 277 is terrible.
279,57,Male,Sweater,Clothing,95,Hawaii,M,Orange,Spring,3.7,Yes,Bank Transfer,Express,Yes,Yes,23,Debit Card,Annually,This item 278 is terrible.
280,23,Male,Sneakers,Footwear,69,Arkansas,L,Turquoise,Summer,4.0,Yes,Credit Card,Standard,Yes,Yes,37,Bank Transfer,Monthly,This is a great item 279!
281,45,Male,Sandals,Footwear,69,Montana,S,Cyan,Fall,4.2,Yes,Debit Card,2-Day Shipping,Yes,Yes,21,Cash,Bi-Weekly,This item 280 is okay.
282,38,Male,Belt,Accessories,61,Oklahoma,XL,Charcoal,Spring,2.5,Yes,Bank Transfer,Standard,Yes,Yes,22,Debit Card,Bi-Weekly,This item 281 is not good.
283,21,Male,Skirt,Clothing,94,Minnesota,M,Teal,Summer,3.0,Yes,Debit Card,2-Day Shipping,Yes,Yes,9,Cash,Monthly,This item 282 is okay.
284,32,Male,Sweater,Clothing,30,Montana,S,Maroon,Fall,3.2,Yes,Debit Card,Next Day Air,Yes,Yes,16,Venmo,Annually,This is a great item 283!
285,63,Male,Skirt,Clothing,45,Ohio,M,Red,Summer,3.5,Yes,PayPal,Standard,Yes,Yes,4,PayPal,Quarterly,This item 284 is terrible.
286,29,Male,Handbag,Accessories,39,Kentucky,XL,Yellow,Summer,4.8,Yes,Credit Card,Express,Yes,Yes,3,Debit Card,Bi-Weekly,This item 285 is not good.
287,27,Male,Jewelry,Accessories,51,Nebraska,L,Gray,Summer,2.6,Yes,Cash,Store Pickup,Yes,Yes,6,Debit Card,Annually,This is a great item 286!
288,56,Male,Scarf,Accessories,37,Delaware,L,Blue,Spring,3.4,Yes,Cash,2-Day Shipping,Yes,Yes,18,Venmo,Fortnightly,This item 287 is absolutely fantastic!
289,30,Male,T-shirt,Clothing,62,North Carolina,M,Lavender,Winter,3.7,Yes,Credit Card,2-Day Shipping,Yes,Yes,34,Venmo,Bi-Weekly,This item 288 is terrible.
290,49,Male,Coat,Outerwear,85,New York,M,Yellow,Fall,4.5,Yes,Debit Card,2-Day Shipping,Yes,Yes,26,Credit Card,Monthly,This item 289 is not good.
291,58,Male,T-shirt,Clothing,33,Colorado,M,Indigo,Winter,3.7,Yes,Bank Transfer,Standard,Yes,Yes,50,PayPal,Weekly,This item 290 is absolutely fantastic!
292,57,Male,Dress,Clothing,26,Delaware,XL,Violet,Fall,3.3,Yes,Credit Card,Next Day Air,Yes,Yes,40,Bank Transfer,Monthly,This item 291 is not good.
293,60,Male,Shoes,Footwear,99,Utah,M,Green,Spring,4.7,Yes,Credit Card,Free Shipping,Yes,Yes,24,Cash,Quarterly,This item 292 is absolutely fantastic!
294,69,Male,Handbag,Accessories,39,Connecticut,M,White,Spring,2.7,Yes,PayPal,Express,Yes,Yes,33,PayPal,Annually,This is a great item 293!
295,70,Male,Skirt,Clothing,20,New Jersey,M,Gold,Spring,4.6,Yes,Cash,Store Pickup,Yes,Yes,19,Credit Card,Every 3 Months,This item 294 is terrible.
296,53,Male,Sunglasses,Accessories,42,West Virginia,M,Indigo,Winter,2.7,Yes,Venmo,Store Pickup,Yes,Yes,24,Credit Card,Quarterly,This item 295 is okay.
297,25,Male,Sandals,Footwear,74,Indiana,S,Lavender,Spring,4.8,Yes,PayPal,2-Day Shipping,Yes,Yes,19,Credit Card,Weekly,This item 296 is not good.
298,48,Male,Shoes,Footwear,26,Delaware,XL,Purple,Summer,4.4,Yes,Bank Transfer,Standard,Yes,Yes,4,Credit Card,Bi-Weekly,This item 297 is not good.
299,69,Male,T-shirt,Clothing,53,Maryland,M,Lavender,Winter,4.0,Yes,Cash,Standard,Yes,Yes,11,Venmo,Every 3 Months,This item 298 is okay.
300,25,Male,Sneakers,Footwear,80,Pennsylvania,M,Maroon,Summer,3.2,Yes,Credit Card,Next Day Air,Yes,Yes,28,PayPal,Fortnightly,This item 299 is okay.
301,29,Male,Hat,Accessories,98,Iowa,M,Teal,Spring,4.4,Yes,Cash,Store Pickup,Yes,Yes,24,PayPal,Weekly,This item 300 is terrible.
302,46,Male,Skirt,Clothing,95,Pennsylvania,M,Green,Spring,3.8,Yes,Debit Card,Standard,Yes,Yes,25,Credit Card,Every 3 Months,This item 301 is terrible.
303,37,Male,Sweater,Clothing,44,Delaware,L,Olive,Summer,3.6,Yes,Venmo,Express,Yes,Yes,27,Bank Transfer,Every 3 Months,This item 302 is not good.
304,20,Male,Sandals,Footwear,60,Oregon,M,Turquoise,Summer,3.3,Yes,Cash,Next Day Air,Yes,Yes,49,Venmo,Weekly,This is a great item 303!
305,40,Male,Dress,Clothing,84,Oregon,M,Green,Winter,3.4,Yes,Venmo,Next Day Air,Yes,Yes,45,Credit Card,Bi-Weekly,This item 304 is absolutely fantastic!
306,60,Male,Sweater,Clothing,59,Utah,M,Teal,Fall,3.5,Yes,Debit Card,2-Day Shipping,Yes,Yes,26,PayPal,Annually,This item 305 is okay.
307,26,Male,Jacket,Outerwear,49,North Dakota,S,White,Summer,3.6,Yes,Debit Card,Express,Yes,Yes,4,Cash,Annually,This is a great item 306!
308,29,Male,Gloves,Accessories,32,Florida,M,Orange,Winter,3.2,Yes,Cash,Free Shipping,Yes,Yes,3,Credit Card,Every 3 Months,This item 307 is terrible.
309,66,Male,Handbag,Accessories,29,Maryland,M,Beige,Fall,3.7,Yes,Bank Transfer,Standard,Yes,Yes,45,Venmo,Bi-Weekly,This item 308 is terrible.
310,66,Male,Dress,Clothing,22,Minnesota,M,Yellow,Spring,4.5,Yes,Bank Transfer,Standard,Yes,Yes,21,Cash,Fortnightly,This item 309 is okay.
311,56,Male,Pants,Clothing,85,Montana,M,Charcoal,Winter,4.6,Yes,Debit Card,Standard,Yes,Yes,50,Cash,Fortnightly,This is a great item 310!
